# Sales Data for Q1 2025
Date: 2025-01-13 | ProductID: P760 | Quantity: 14 | TotalSales: $631.60
Date: 2025-02-24 | ProductID: P449 | Quantity: 48 | TotalSales: $2130.15
Date: 2025-02-15 | ProductID: P419 | Quantity: 35 | TotalSales: $765.90
Date: 2025-03-21 | ProductID: P666 | Quantity: 40 | TotalSales: $1420.09
Date: 2025-01-02 | ProductID: P372 | Quantity: 53 | TotalSales: $1468.91
Date: 2025-01-27 | ProductID: P235 | Quantity: 3 | TotalSales: $58.30
Date: 2025-03-06 | ProductID: P268 | Quantity: 8 | TotalSales: $86.43
Date: 2025-01-25 | ProductID: P339 | Quantity: 89 | TotalSales: $1349.75
Date: 2025-03-20 | ProductID: P735 | Quantity: 42 | TotalSales: $1940.77
Date: 2025-02-27 | ProductID: P742 | Quantity: 38 | TotalSales: $1501.60
Date: 2025-03-02 | ProductID: P137 | Quantity: 81 | TotalSales: $2883.99
Date: 2025-02-17 | ProductID: P390 | Quantity: 42 | TotalSales: $651.97
Date: 2025-02-01 | ProductID: P775 | Quantity: 70 | TotalSales: $1210.13
Date: 2025-03-22 | ProductID: P731 | Quantity: 45 | TotalSales: $1534.83
Date: 2025-03-19 | ProductID: P870 | Quantity: 54 | TotalSales: $618.75
Date: 2025-02-13 | ProductID: P263 | Quantity: 93 | TotalSales: $3977.09
Date: 2025-01-20 | ProductID: P633 | Quantity: 81 | TotalSales: $1621.01
Date: 2025-02-20 | ProductID: P427 | Quantity: 37 | TotalSales: $849.19
Date: 2025-01-31 | ProductID: P678 | Quantity: 5 | TotalSales: $168.16
Date: 2025-03-22 | ProductID: P976 | Quantity: 99 | TotalSales: $3373.37
Date: 2025-02-02 | ProductID: P609 | Quantity: 48 | TotalSales: $805.94
Date: 2025-03-09 | ProductID: P558 | Quantity: 79 | TotalSales: $1289.50
Date: 2025-03-22 | ProductID: P629 | Quantity: 52 | TotalSales: $2435.66
Date: 2025-02-11 | ProductID: P213 | Quantity: 34 | TotalSales: $1210.01
Date: 2025-01-28 | ProductID: P397 | Quantity: 67 | TotalSales: $2810.68
Date: 2025-03-28 | ProductID: P492 | Quantity: 41 | TotalSales: $1210.75
Date: 2025-03-26 | ProductID: P951 | Quantity: 88 | TotalSales: $1004.00
Date: 2025-02-14 | ProductID: P202 | Quantity: 56 | TotalSales: $706.53
Date: 2025-03-22 | ProductID: P337 | Quantity: 57 | TotalSales: $969.19
Date: 2025-02-12 | ProductID: P382 | Quantity: 34 | TotalSales: $423.55
Date: 2025-03-20 | ProductID: P531 | Quantity: 21 | TotalSales: $979.40
Date: 2025-03-06 | ProductID: P744 | Quantity: 23 | TotalSales: $1125.68
Date: 2025-03-30 | ProductID: P429 | Quantity: 94 | TotalSales: $1654.93
Date: 2025-03-18 | ProductID: P369 | Quantity: 87 | TotalSales: $1901.17
Date: 2025-03-28 | ProductID: P624 | Quantity: 49 | TotalSales: $1195.91
Date: 2025-03-26 | ProductID: P240 | Quantity: 71 | TotalSales: $777.20
Date: 2025-02-16 | ProductID: P892 | Quantity: 89 | TotalSales: $1943.52
Date: 2025-03-06 | ProductID: P164 | Quantity: 67 | TotalSales: $2486.08
Date: 2025-03-21 | ProductID: P567 | Quantity: 72 | TotalSales: $1908.38
Date: 2025-01-27 | ProductID: P732 | Quantity: 18 | TotalSales: $205.51
Date: 2025-02-02 | ProductID: P669 | Quantity: 61 | TotalSales: $2007.15
Date: 2025-02-12 | ProductID: P967 | Quantity: 88 | TotalSales: $4243.22
Date: 2025-03-27 | ProductID: P887 | Quantity: 56 | TotalSales: $1544.86
Date: 2025-02-09 | ProductID: P280 | Quantity: 40 | TotalSales: $1241.88
Date: 2025-03-28 | ProductID: P503 | Quantity: 42 | TotalSales: $826.18
Date: 2025-03-20 | ProductID: P103 | Quantity: 42 | TotalSales: $982.95
Date: 2025-03-23 | ProductID: P935 | Quantity: 43 | TotalSales: $1370.12
Date: 2025-03-23 | ProductID: P626 | Quantity: 75 | TotalSales: $3268.43
Date: 2025-01-15 | ProductID: P526 | Quantity: 53 | TotalSales: $2517.63
Date: 2025-02-01 | ProductID: P604 | Quantity: 97 | TotalSales: $3935.32
Date: 2025-01-03 | ProductID: P544 | Quantity: 24 | TotalSales: $1172.36
Date: 2025-03-26 | ProductID: P814 | Quantity: 12 | TotalSales: $440.96
Date: 2025-01-06 | ProductID: P633 | Quantity: 62 | TotalSales: $3031.24
Date: 2025-01-19 | ProductID: P690 | Quantity: 49 | TotalSales: $1703.05
Date: 2025-01-29 | ProductID: P612 | Quantity: 95 | TotalSales: $4043.06
Date: 2025-01-12 | ProductID: P550 | Quantity: 92 | TotalSales: $2864.59
Date: 2025-02-03 | ProductID: P459 | Quantity: 43 | TotalSales: $1699.54
Date: 2025-03-21 | ProductID: P180 | Quantity: 4 | TotalSales: $105.08
Date: 2025-01-24 | ProductID: P902 | Quantity: 96 | TotalSales: $2373.63
Date: 2025-02-28 | ProductID: P707 | Quantity: 93 | TotalSales: $4255.71
Date: 2025-03-28 | ProductID: P981 | Quantity: 73 | TotalSales: $1338.95
Date: 2025-01-17 | ProductID: P138 | Quantity: 55 | TotalSales: $776.60
Date: 2025-03-12 | ProductID: P453 | Quantity: 55 | TotalSales: $1470.10
Date: 2025-02-08 | ProductID: P436 | Quantity: 81 | TotalSales: $840.06
Date: 2025-03-26 | ProductID: P668 | Quantity: 1 | TotalSales: $23.03
Date: 2025-02-19 | ProductID: P157 | Quantity: 82 | TotalSales: $3250.05
Date: 2025-01-22 | ProductID: P797 | Quantity: 79 | TotalSales: $2017.79
Date: 2025-02-27 | ProductID: P877 | Quantity: 86 | TotalSales: $2905.74
Date: 2025-01-12 | ProductID: P325 | Quantity: 77 | TotalSales: $3635.93
Date: 2025-01-21 | ProductID: P936 | Quantity: 2 | TotalSales: $65.73
Date: 2025-01-12 | ProductID: P628 | Quantity: 85 | TotalSales: $3360.94
Date: 2025-03-24 | ProductID: P638 | Quantity: 24 | TotalSales: $263.16
Date: 2025-01-03 | ProductID: P925 | Quantity: 36 | TotalSales: $1749.85
Date: 2025-02-02 | ProductID: P272 | Quantity: 80 | TotalSales: $3577.59
Date: 2025-02-19 | ProductID: P975 | Quantity: 73 | TotalSales: $1783.42
Date: 2025-02-11 | ProductID: P187 | Quantity: 54 | TotalSales: $2250.75
Date: 2025-01-19 | ProductID: P971 | Quantity: 1 | TotalSales: $10.58
Date: 2025-01-02 | ProductID: P667 | Quantity: 34 | TotalSales: $905.97
Date: 2025-01-19 | ProductID: P862 | Quantity: 5 | TotalSales: $218.77
Date: 2025-02-02 | ProductID: P932 | Quantity: 82 | TotalSales: $2457.53
Date: 2025-02-26 | ProductID: P476 | Quantity: 77 | TotalSales: $3067.32
Date: 2025-02-28 | ProductID: P899 | Quantity: 64 | TotalSales: $2064.62
Date: 2025-01-12 | ProductID: P331 | Quantity: 91 | TotalSales: $4537.48
Date: 2025-02-27 | ProductID: P706 | Quantity: 40 | TotalSales: $1697.17
Date: 2025-03-08 | ProductID: P149 | Quantity: 62 | TotalSales: $2906.49
Date: 2025-03-26 | ProductID: P757 | Quantity: 35 | TotalSales: $1425.78
Date: 2025-03-26 | ProductID: P110 | Quantity: 45 | TotalSales: $808.14
Date: 2025-01-14 | ProductID: P419 | Quantity: 13 | TotalSales: $417.60
Date: 2025-02-18 | ProductID: P195 | Quantity: 35 | TotalSales: $1169.45
Date: 2025-03-22 | ProductID: P175 | Quantity: 58 | TotalSales: $987.11
Date: 2025-03-23 | ProductID: P872 | Quantity: 25 | TotalSales: $1226.45
Date: 2025-01-21 | ProductID: P407 | Quantity: 56 | TotalSales: $1747.04
Date: 2025-01-24 | ProductID: P879 | Quantity: 94 | TotalSales: $3068.09
Date: 2025-02-13 | ProductID: P387 | Quantity: 1 | TotalSales: $41.80
Date: 2025-02-01 | ProductID: P684 | Quantity: 71 | TotalSales: $854.76
Date: 2025-03-19 | ProductID: P695 | Quantity: 18 | TotalSales: $844.87
Date: 2025-03-07 | ProductID: P177 | Quantity: 19 | TotalSales: $510.35
Date: 2025-03-01 | ProductID: P827 | Quantity: 3 | TotalSales: $51.23
Date: 2025-03-19 | ProductID: P822 | Quantity: 2 | TotalSales: $64.78
Date: 2025-01-21 | ProductID: P549 | Quantity: 26 | TotalSales: $924.28
Date: 2025-01-27 | ProductID: P216 | Quantity: 13 | TotalSales: $447.19
Date: 2025-02-22 | ProductID: P951 | Quantity: 2 | TotalSales: $80.62
Date: 2025-03-27 | ProductID: P906 | Quantity: 49 | TotalSales: $1100.84
Date: 2025-03-30 | ProductID: P225 | Quantity: 14 | TotalSales: $258.51
Date: 2025-02-23 | ProductID: P654 | Quantity: 52 | TotalSales: $639.29
Date: 2025-03-06 | ProductID: P567 | Quantity: 88 | TotalSales: $3571.28
Date: 2025-03-18 | ProductID: P742 | Quantity: 39 | TotalSales: $1488.22
Date: 2025-03-29 | ProductID: P996 | Quantity: 40 | TotalSales: $1185.39
Date: 2025-02-25 | ProductID: P122 | Quantity: 33 | TotalSales: $958.22
Date: 2025-01-22 | ProductID: P866 | Quantity: 34 | TotalSales: $790.94
Date: 2025-01-19 | ProductID: P544 | Quantity: 76 | TotalSales: $3082.48
Date: 2025-03-26 | ProductID: P332 | Quantity: 56 | TotalSales: $1940.40
Date: 2025-03-13 | ProductID: P451 | Quantity: 90 | TotalSales: $1146.00
Date: 2025-03-05 | ProductID: P837 | Quantity: 60 | TotalSales: $1470.57
Date: 2025-01-04 | ProductID: P891 | Quantity: 40 | TotalSales: $1315.72
Date: 2025-03-30 | ProductID: P143 | Quantity: 38 | TotalSales: $703.87
Date: 2025-03-02 | ProductID: P743 | Quantity: 20 | TotalSales: $837.12
Date: 2025-02-01 | ProductID: P157 | Quantity: 21 | TotalSales: $836.43
Date: 2025-01-26 | ProductID: P585 | Quantity: 46 | TotalSales: $1035.64
Date: 2025-01-23 | ProductID: P842 | Quantity: 12 | TotalSales: $208.83
Date: 2025-03-13 | ProductID: P998 | Quantity: 84 | TotalSales: $3373.21
Date: 2025-02-08 | ProductID: P441 | Quantity: 85 | TotalSales: $872.44
Date: 2025-01-20 | ProductID: P933 | Quantity: 6 | TotalSales: $60.99
Date: 2025-02-22 | ProductID: P604 | Quantity: 44 | TotalSales: $746.93
Date: 2025-01-18 | ProductID: P694 | Quantity: 46 | TotalSales: $865.57
Date: 2025-01-13 | ProductID: P693 | Quantity: 51 | TotalSales: $2089.12
Date: 2025-01-19 | ProductID: P583 | Quantity: 19 | TotalSales: $459.10
Date: 2025-01-26 | ProductID: P329 | Quantity: 78 | TotalSales: $2787.24
Date: 2025-02-11 | ProductID: P424 | Quantity: 20 | TotalSales: $283.81
Date: 2025-03-21 | ProductID: P393 | Quantity: 8 | TotalSales: $151.06
Date: 2025-03-13 | ProductID: P887 | Quantity: 33 | TotalSales: $907.58
Date: 2025-02-26 | ProductID: P167 | Quantity: 62 | TotalSales: $1151.40
Date: 2025-02-09 | ProductID: P530 | Quantity: 23 | TotalSales: $711.18
Date: 2025-02-19 | ProductID: P944 | Quantity: 31 | TotalSales: $854.61
Date: 2025-02-07 | ProductID: P602 | Quantity: 66 | TotalSales: $775.60
Date: 2025-02-13 | ProductID: P513 | Quantity: 1 | TotalSales: $16.49
Date: 2025-01-13 | ProductID: P236 | Quantity: 99 | TotalSales: $4624.24
Date: 2025-01-02 | ProductID: P454 | Quantity: 82 | TotalSales: $1108.53
Date: 2025-03-19 | ProductID: P629 | Quantity: 96 | TotalSales: $4088.71
Date: 2025-03-12 | ProductID: P792 | Quantity: 87 | TotalSales: $3880.76
Date: 2025-03-13 | ProductID: P899 | Quantity: 79 | TotalSales: $3754.87
Date: 2025-03-05 | ProductID: P218 | Quantity: 69 | TotalSales: $2642.97
Date: 2025-01-08 | ProductID: P753 | Quantity: 81 | TotalSales: $3438.39
Date: 2025-02-01 | ProductID: P630 | Quantity: 67 | TotalSales: $1008.94
Date: 2025-03-01 | ProductID: P677 | Quantity: 85 | TotalSales: $3582.40
Date: 2025-03-10 | ProductID: P631 | Quantity: 66 | TotalSales: $996.51
Date: 2025-01-16 | ProductID: P143 | Quantity: 91 | TotalSales: $4350.93
Date: 2025-01-10 | ProductID: P386 | Quantity: 40 | TotalSales: $689.53
Date: 2025-02-28 | ProductID: P976 | Quantity: 49 | TotalSales: $1698.93
Date: 2025-01-22 | ProductID: P755 | Quantity: 56 | TotalSales: $1114.40
Date: 2025-01-27 | ProductID: P548 | Quantity: 73 | TotalSales: $3152.62
Date: 2025-03-29 | ProductID: P547 | Quantity: 94 | TotalSales: $1321.14
Date: 2025-01-01 | ProductID: P718 | Quantity: 24 | TotalSales: $269.13
Date: 2025-01-01 | ProductID: P439 | Quantity: 84 | TotalSales: $3535.05
Date: 2025-03-15 | ProductID: P219 | Quantity: 82 | TotalSales: $3925.70
Date: 2025-01-12 | ProductID: P891 | Quantity: 90 | TotalSales: $4393.66
Date: 2025-01-19 | ProductID: P442 | Quantity: 75 | TotalSales: $3360.89
Date: 2025-01-07 | ProductID: P639 | Quantity: 7 | TotalSales: $105.58
Date: 2025-01-11 | ProductID: P838 | Quantity: 77 | TotalSales: $1649.50
Date: 2025-03-08 | ProductID: P307 | Quantity: 90 | TotalSales: $2750.02
Date: 2025-02-27 | ProductID: P454 | Quantity: 95 | TotalSales: $2085.88
Date: 2025-02-01 | ProductID: P696 | Quantity: 10 | TotalSales: $350.36
Date: 2025-02-20 | ProductID: P497 | Quantity: 55 | TotalSales: $1676.05
Date: 2025-03-18 | ProductID: P595 | Quantity: 10 | TotalSales: $413.42
Date: 2025-03-29 | ProductID: P698 | Quantity: 19 | TotalSales: $877.82
Date: 2025-01-12 | ProductID: P962 | Quantity: 36 | TotalSales: $1185.98
Date: 2025-02-11 | ProductID: P714 | Quantity: 86 | TotalSales: $2450.60
Date: 2025-03-10 | ProductID: P639 | Quantity: 55 | TotalSales: $2303.30
Date: 2025-03-30 | ProductID: P788 | Quantity: 23 | TotalSales: $315.07
Date: 2025-01-27 | ProductID: P362 | Quantity: 86 | TotalSales: $3503.47
Date: 2025-01-12 | ProductID: P295 | Quantity: 18 | TotalSales: $211.21
Date: 2025-03-06 | ProductID: P117 | Quantity: 90 | TotalSales: $3301.35
Date: 2025-03-25 | ProductID: P416 | Quantity: 65 | TotalSales: $2451.38
Date: 2025-02-15 | ProductID: P116 | Quantity: 21 | TotalSales: $939.85
Date: 2025-02-17 | ProductID: P561 | Quantity: 61 | TotalSales: $2734.10
Date: 2025-01-02 | ProductID: P169 | Quantity: 95 | TotalSales: $1220.25
Date: 2025-02-07 | ProductID: P371 | Quantity: 58 | TotalSales: $1431.42
Date: 2025-01-04 | ProductID: P117 | Quantity: 62 | TotalSales: $767.83
Date: 2025-02-05 | ProductID: P827 | Quantity: 31 | TotalSales: $1026.92
Date: 2025-01-24 | ProductID: P543 | Quantity: 32 | TotalSales: $1344.96
Date: 2025-02-04 | ProductID: P891 | Quantity: 65 | TotalSales: $850.57
Date: 2025-02-17 | ProductID: P504 | Quantity: 38 | TotalSales: $1886.85
Date: 2025-03-13 | ProductID: P739 | Quantity: 23 | TotalSales: $686.08
Date: 2025-01-01 | ProductID: P410 | Quantity: 48 | TotalSales: $1659.23
Date: 2025-02-27 | ProductID: P559 | Quantity: 4 | TotalSales: $134.20
Date: 2025-02-06 | ProductID: P954 | Quantity: 82 | TotalSales: $1875.98
Date: 2025-01-12 | ProductID: P132 | Quantity: 94 | TotalSales: $1564.37
Date: 2025-02-10 | ProductID: P130 | Quantity: 35 | TotalSales: $1380.28
Date: 2025-01-23 | ProductID: P460 | Quantity: 30 | TotalSales: $1224.33
Date: 2025-01-09 | ProductID: P388 | Quantity: 20 | TotalSales: $657.83
Date: 2025-01-03 | ProductID: P378 | Quantity: 81 | TotalSales: $2153.36
Date: 2025-03-10 | ProductID: P171 | Quantity: 1 | TotalSales: $31.69
Date: 2025-03-20 | ProductID: P387 | Quantity: 80 | TotalSales: $3446.77
Date: 2025-02-06 | ProductID: P931 | Quantity: 30 | TotalSales: $1221.45
Date: 2025-02-28 | ProductID: P476 | Quantity: 14 | TotalSales: $611.90
Date: 2025-01-09 | ProductID: P459 | Quantity: 83 | TotalSales: $1572.70
Date: 2025-01-23 | ProductID: P465 | Quantity: 92 | TotalSales: $3578.60
Date: 2025-02-20 | ProductID: P755 | Quantity: 91 | TotalSales: $2747.28
Date: 2025-01-16 | ProductID: P459 | Quantity: 13 | TotalSales: $344.84
Date: 2025-01-04 | ProductID: P823 | Quantity: 41 | TotalSales: $1974.14
Date: 2025-02-08 | ProductID: P843 | Quantity: 18 | TotalSales: $591.08
Date: 2025-03-12 | ProductID: P994 | Quantity: 42 | TotalSales: $1803.18
Date: 2025-03-09 | ProductID: P883 | Quantity: 48 | TotalSales: $1194.03
Date: 2025-01-20 | ProductID: P162 | Quantity: 64 | TotalSales: $1289.81
Date: 2025-03-18 | ProductID: P985 | Quantity: 32 | TotalSales: $681.35
Date: 2025-01-03 | ProductID: P119 | Quantity: 77 | TotalSales: $2397.83
Date: 2025-02-17 | ProductID: P222 | Quantity: 50 | TotalSales: $1309.29
Date: 2025-03-11 | ProductID: P367 | Quantity: 85 | TotalSales: $926.46
Date: 2025-02-05 | ProductID: P319 | Quantity: 95 | TotalSales: $2567.58
Date: 2025-02-08 | ProductID: P933 | Quantity: 57 | TotalSales: $2490.15
Date: 2025-02-04 | ProductID: P519 | Quantity: 8 | TotalSales: $398.42
Date: 2025-01-25 | ProductID: P333 | Quantity: 94 | TotalSales: $1228.73
Date: 2025-01-21 | ProductID: P371 | Quantity: 51 | TotalSales: $1090.79
Date: 2025-03-08 | ProductID: P495 | Quantity: 17 | TotalSales: $225.54
Date: 2025-02-03 | ProductID: P281 | Quantity: 95 | TotalSales: $1649.62
Date: 2025-01-21 | ProductID: P235 | Quantity: 53 | TotalSales: $791.36
Date: 2025-03-12 | ProductID: P923 | Quantity: 95 | TotalSales: $1687.39
Date: 2025-01-24 | ProductID: P345 | Quantity: 86 | TotalSales: $2911.84
Date: 2025-03-28 | ProductID: P723 | Quantity: 24 | TotalSales: $770.90
Date: 2025-02-22 | ProductID: P148 | Quantity: 34 | TotalSales: $1427.08
Date: 2025-01-16 | ProductID: P121 | Quantity: 55 | TotalSales: $2223.84
Date: 2025-02-10 | ProductID: P726 | Quantity: 64 | TotalSales: $1941.87
Date: 2025-01-21 | ProductID: P190 | Quantity: 93 | TotalSales: $3157.53
Date: 2025-03-03 | ProductID: P257 | Quantity: 48 | TotalSales: $650.00
Date: 2025-02-01 | ProductID: P932 | Quantity: 37 | TotalSales: $861.73
Date: 2025-03-26 | ProductID: P718 | Quantity: 72 | TotalSales: $905.67
Date: 2025-03-13 | ProductID: P629 | Quantity: 14 | TotalSales: $394.50
Date: 2025-02-28 | ProductID: P617 | Quantity: 58 | TotalSales: $2067.09
Date: 2025-01-27 | ProductID: P103 | Quantity: 54 | TotalSales: $1700.05
Date: 2025-03-27 | ProductID: P344 | Quantity: 83 | TotalSales: $2339.92
Date: 2025-03-18 | ProductID: P504 | Quantity: 74 | TotalSales: $3599.50
Date: 2025-02-15 | ProductID: P136 | Quantity: 94 | TotalSales: $3106.16
Date: 2025-02-18 | ProductID: P880 | Quantity: 45 | TotalSales: $1768.37
Date: 2025-02-23 | ProductID: P324 | Quantity: 49 | TotalSales: $1449.50
Date: 2025-02-25 | ProductID: P228 | Quantity: 28 | TotalSales: $524.52
Date: 2025-01-27 | ProductID: P702 | Quantity: 100 | TotalSales: $1589.08
Date: 2025-03-16 | ProductID: P579 | Quantity: 100 | TotalSales: $1814.91
Date: 2025-02-02 | ProductID: P609 | Quantity: 47 | TotalSales: $2115.50
Date: 2025-01-14 | ProductID: P954 | Quantity: 62 | TotalSales: $1377.08
Date: 2025-03-19 | ProductID: P849 | Quantity: 83 | TotalSales: $3485.52
Date: 2025-01-12 | ProductID: P963 | Quantity: 19 | TotalSales: $783.69
Date: 2025-01-14 | ProductID: P199 | Quantity: 82 | TotalSales: $2465.50
Date: 2025-02-08 | ProductID: P895 | Quantity: 1 | TotalSales: $42.81
Date: 2025-01-07 | ProductID: P409 | Quantity: 54 | TotalSales: $1950.10
Date: 2025-01-23 | ProductID: P654 | Quantity: 59 | TotalSales: $2124.53
Date: 2025-01-07 | ProductID: P558 | Quantity: 72 | TotalSales: $2167.97
Date: 2025-01-22 | ProductID: P831 | Quantity: 72 | TotalSales: $853.63
Date: 2025-01-25 | ProductID: P597 | Quantity: 25 | TotalSales: $978.77
Date: 2025-02-07 | ProductID: P784 | Quantity: 42 | TotalSales: $1693.91
Date: 2025-03-04 | ProductID: P818 | Quantity: 43 | TotalSales: $1019.19
Date: 2025-01-27 | ProductID: P131 | Quantity: 51 | TotalSales: $733.65
Date: 2025-03-02 | ProductID: P450 | Quantity: 70 | TotalSales: $2517.59
Date: 2025-02-07 | ProductID: P215 | Quantity: 76 | TotalSales: $2007.60
Date: 2025-03-13 | ProductID: P527 | Quantity: 28 | TotalSales: $1132.21
Date: 2025-01-25 | ProductID: P178 | Quantity: 45 | TotalSales: $759.16
Date: 2025-03-14 | ProductID: P260 | Quantity: 52 | TotalSales: $1459.58
Date: 2025-01-23 | ProductID: P793 | Quantity: 84 | TotalSales: $1837.26
Date: 2025-02-04 | ProductID: P263 | Quantity: 40 | TotalSales: $463.54
Date: 2025-03-02 | ProductID: P880 | Quantity: 15 | TotalSales: $611.26
Date: 2025-03-27 | ProductID: P745 | Quantity: 2 | TotalSales: $50.74
Date: 2025-01-21 | ProductID: P694 | Quantity: 84 | TotalSales: $1516.94
Date: 2025-03-28 | ProductID: P476 | Quantity: 20 | TotalSales: $668.38
Date: 2025-01-02 | ProductID: P679 | Quantity: 10 | TotalSales: $439.07
Date: 2025-01-15 | ProductID: P352 | Quantity: 29 | TotalSales: $1036.24
Date: 2025-01-13 | ProductID: P194 | Quantity: 50 | TotalSales: $1679.53
Date: 2025-02-08 | ProductID: P676 | Quantity: 41 | TotalSales: $931.43
Date: 2025-03-15 | ProductID: P372 | Quantity: 55 | TotalSales: $2674.94
Date: 2025-03-10 | ProductID: P493 | Quantity: 61 | TotalSales: $1666.22
Date: 2025-02-14 | ProductID: P389 | Quantity: 58 | TotalSales: $2159.67
Date: 2025-01-10 | ProductID: P876 | Quantity: 11 | TotalSales: $460.92
Date: 2025-02-23 | ProductID: P246 | Quantity: 80 | TotalSales: $3147.92
Date: 2025-01-18 | ProductID: P428 | Quantity: 76 | TotalSales: $3139.75
Date: 2025-03-13 | ProductID: P274 | Quantity: 9 | TotalSales: $373.78
Date: 2025-01-26 | ProductID: P899 | Quantity: 90 | TotalSales: $3739.00
Date: 2025-01-09 | ProductID: P715 | Quantity: 85 | TotalSales: $4236.18
Date: 2025-03-22 | ProductID: P151 | Quantity: 100 | TotalSales: $1373.27
Date: 2025-01-26 | ProductID: P462 | Quantity: 46 | TotalSales: $2200.82
Date: 2025-01-02 | ProductID: P143 | Quantity: 19 | TotalSales: $865.53
Date: 2025-03-28 | ProductID: P957 | Quantity: 32 | TotalSales: $957.40
Date: 2025-02-08 | ProductID: P318 | Quantity: 61 | TotalSales: $2109.47
Date: 2025-02-06 | ProductID: P903 | Quantity: 81 | TotalSales: $2909.55
Date: 2025-02-28 | ProductID: P448 | Quantity: 40 | TotalSales: $457.85
Date: 2025-01-30 | ProductID: P778 | Quantity: 90 | TotalSales: $2792.59
Date: 2025-02-15 | ProductID: P847 | Quantity: 27 | TotalSales: $581.72
Date: 2025-02-26 | ProductID: P104 | Quantity: 42 | TotalSales: $866.98
Date: 2025-02-03 | ProductID: P335 | Quantity: 56 | TotalSales: $2673.35
Date: 2025-02-19 | ProductID: P239 | Quantity: 89 | TotalSales: $2559.85
Date: 2025-01-11 | ProductID: P724 | Quantity: 60 | TotalSales: $1351.11
Date: 2025-01-12 | ProductID: P576 | Quantity: 75 | TotalSales: $2668.77
Date: 2025-02-06 | ProductID: P412 | Quantity: 40 | TotalSales: $1343.73
Date: 2025-01-20 | ProductID: P508 | Quantity: 49 | TotalSales: $1588.64
Date: 2025-01-11 | ProductID: P115 | Quantity: 47 | TotalSales: $1197.18
Date: 2025-02-12 | ProductID: P938 | Quantity: 83 | TotalSales: $3038.28
Date: 2025-02-05 | ProductID: P182 | Quantity: 19 | TotalSales: $622.53
Date: 2025-01-05 | ProductID: P618 | Quantity: 62 | TotalSales: $819.08
Date: 2025-03-29 | ProductID: P560 | Quantity: 42 | TotalSales: $877.97
Date: 2025-03-19 | ProductID: P680 | Quantity: 80 | TotalSales: $1113.43
Date: 2025-01-02 | ProductID: P693 | Quantity: 2 | TotalSales: $77.42
Date: 2025-01-26 | ProductID: P614 | Quantity: 74 | TotalSales: $3274.58
Date: 2025-03-26 | ProductID: P643 | Quantity: 80 | TotalSales: $1475.52
Date: 2025-03-17 | ProductID: P320 | Quantity: 8 | TotalSales: $239.12
Date: 2025-03-03 | ProductID: P803 | Quantity: 82 | TotalSales: $2372.78
Date: 2025-01-06 | ProductID: P521 | Quantity: 36 | TotalSales: $1066.67
Date: 2025-01-17 | ProductID: P642 | Quantity: 32 | TotalSales: $1465.21
Date: 2025-03-25 | ProductID: P173 | Quantity: 26 | TotalSales: $564.87
Date: 2025-02-24 | ProductID: P770 | Quantity: 56 | TotalSales: $1898.95
Date: 2025-03-28 | ProductID: P874 | Quantity: 44 | TotalSales: $944.08
Date: 2025-01-15 | ProductID: P725 | Quantity: 48 | TotalSales: $1369.37
Date: 2025-02-26 | ProductID: P515 | Quantity: 66 | TotalSales: $1292.84
Date: 2025-01-06 | ProductID: P418 | Quantity: 70 | TotalSales: $976.68
Date: 2025-03-03 | ProductID: P419 | Quantity: 67 | TotalSales: $1201.61
Date: 2025-01-05 | ProductID: P350 | Quantity: 96 | TotalSales: $2264.60
Date: 2025-03-06 | ProductID: P140 | Quantity: 55 | TotalSales: $779.96
Date: 2025-01-31 | ProductID: P191 | Quantity: 82 | TotalSales: $2057.00
Date: 2025-02-12 | ProductID: P319 | Quantity: 85 | TotalSales: $3161.52
Date: 2025-02-10 | ProductID: P281 | Quantity: 36 | TotalSales: $1336.57
Date: 2025-02-05 | ProductID: P151 | Quantity: 28 | TotalSales: $1362.57
Date: 2025-03-08 | ProductID: P293 | Quantity: 66 | TotalSales: $3193.40
Date: 2025-02-09 | ProductID: P802 | Quantity: 54 | TotalSales: $2338.57
Date: 2025-03-09 | ProductID: P623 | Quantity: 79 | TotalSales: $1552.32
Date: 2025-03-29 | ProductID: P162 | Quantity: 83 | TotalSales: $4094.93
Date: 2025-03-06 | ProductID: P189 | Quantity: 71 | TotalSales: $735.80
Date: 2025-01-29 | ProductID: P567 | Quantity: 40 | TotalSales: $1407.39
Date: 2025-01-23 | ProductID: P621 | Quantity: 29 | TotalSales: $1126.62
Date: 2025-03-10 | ProductID: P892 | Quantity: 76 | TotalSales: $1230.28
Date: 2025-02-28 | ProductID: P403 | Quantity: 67 | TotalSales: $1256.91
Date: 2025-03-09 | ProductID: P682 | Quantity: 70 | TotalSales: $2108.34
Date: 2025-01-26 | ProductID: P554 | Quantity: 51 | TotalSales: $1190.82
Date: 2025-03-06 | ProductID: P986 | Quantity: 27 | TotalSales: $1128.90
Date: 2025-02-14 | ProductID: P711 | Quantity: 70 | TotalSales: $2811.69
Date: 2025-01-12 | ProductID: P436 | Quantity: 87 | TotalSales: $3100.86
Date: 2025-01-22 | ProductID: P469 | Quantity: 9 | TotalSales: $169.43
Date: 2025-03-06 | ProductID: P625 | Quantity: 27 | TotalSales: $1013.97
Date: 2025-02-11 | ProductID: P460 | Quantity: 100 | TotalSales: $4884.08
Date: 2025-01-25 | ProductID: P963 | Quantity: 93 | TotalSales: $1478.41
